employee_id,department,attrition_prob,replacement_cost,expected_loss,intervention_cost,roi,recommend_intervention
EMP1248,Sales,0.43282915494454144,455428.5,197122.7327926601,100000,1.971227327926601,False
EMP1063,Operations,0.21070421489699692,448180.5,94433.52038464353,50000,1.8886704076928706,False
EMP1768,Consulting,0.650575518650223,429229.5,279246.2045824759,150000,1.8616413638831726,False
EMP1901,Finance,0.36357011708899734,504720.75,183501.38217474654,100000,1.8350138217474654,False
EMP1035,Operations,0.3276181221281564,545199.0,178617.07256614874,100000,1.7861707256614874,False
EMP1939,Consulting,0.23077290749121865,383212.5,88435.06281197863,50000,1.7687012562395725,False
EMP1338,Finance,0.20773519115477973,422387.25,87744.69612009173,50000,1.7548939224018345,False
EMP1290,Operations,0.19693756532006543,431762.25,85030.20631211341,50000,1.7006041262422682,False
EMP1481,Sales,0.6094638828215428,414367.5,252542.02546505566,150000,1.6836135031003712,False
EMP1083,Operations,0.5149446174319202,483784.5,249122.2242719928,150000,1.660814828479952,False
EMP1402,Engineering,0.6615403048581261,369032.25,244129.7071674802,150000,1.6275313811165346,False
EMP1441,HR,0.36269292071920395,434230.5,157492.3283103603,100000,1.5749232831036029,False
EMP1824,Operations,0.5546734389345706,402818.25,223432.58399310557,150000,1.489550559954037,False
EMP1619,Sales,0.17599200328316772,417823.5,73533.59478378463,50000,1.4706718956756926,False
EMP1029,Sales,0.5420580353679496,402521.25,218189.87796885127,150000,1.4545991864590084,False
EMP1037,Sales,0.16896682844723568,420815.25,71103.81815473059,50000,1.4220763630946118,False
EMP1170,HR,0.5643046385535363,358309.5,202195.71288779832,150000,1.3479714192519887,False
EMP1847,Consulting,0.23288541798728074,269553.75,62775.13773878897,50000,1.2555027547757796,False
EMP1271,HR,0.3853382730596102,321699.0,123962.93710500354,100000,1.2396293710500355,False
EMP1951,HR,0.21939778821922315,278828.25,61174.301343036605,50000,1.2234860268607322,False
EMP1557,Consulting,0.5334675001616227,225000.0,120030.1875363651,100000,1.200301875363651,False
EMP1104,Engineering,0.43013379366991467,274787.25,118195.28229462326,100000,1.1819528229462326,False
EMP1022,HR,0.3814633156551198,308802.75,117796.92089841905,100000,1.1779692089841904,False
EMP1841,Operations,0.3406387613861853,340897.5,116122.90215964711,100000,1.1612290215964711,False
EMP1204,Engineering,0.24093629035152148,225000.0,54210.665329092335,50000,1.0842133065818467,False
EMP1921,Engineering,0.2283210749343011,232569.75,53100.57531720167,50000,1.0620115063440334,False
EMP1727,Sales,0.1416953912954454,366794.25,51973.05477866942,50000,1.0394610955733885,False
EMP1854,Sales,0.12789184452958427,342244.5,43770.2803851053,50000,0.8754056077021061,False
EMP1842,Consulting,0.3343161387753325,225000.0,75221.13122444981,100000,0.7522113122444981,False
EMP1142,HR,0.15413984385207619,225000.0,34681.46486671714,50000,0.6936292973343429,False
EMP1656,Sales,0.12272339941886164,225000.0,27612.764869243867,50000,0.5522552973848773,False
